"","...1","Area","Item","Year","yield_hg_per_ha","average_rain_fall_mm_per_year","pesticides_tonnes","avg_temp","yield_last_year"
"732",10345,"Honduras","Wheat",2011,5445,1976,6324.41,24.63,5524
"733",10354,"Honduras","Wheat",2012,5517,1976,7194.91,24.47,5445
"734",10363,"Honduras","Wheat",2013,5528,1976,7194.91,24.86,5517
"735",10484,"Hungary","Maize",2011,64976,589,8473.26,10.92,64745
"736",10490,"Hungary","Maize",2012,39979,589,8141.17,11.31,64976
"737",10496,"Hungary","Maize",2013,54373,589,7744.5,12.44,39979
"738",10485,"Hungary","Potatoes",2011,285714,589,8473.26,10.92,217319
"739",10491,"Hungary","Potatoes",2012,218385,589,8141.17,11.31,285714
"740",10497,"Hungary","Potatoes",2013,232630,589,7744.5,12.44,218385
"741",10486,"Hungary","Rice, paddy",2011,32411,589,8473.26,10.92,29465
"742",10492,"Hungary","Rice, paddy",2012,38074,589,8141.17,11.31,32411
"743",10498,"Hungary","Rice, paddy",2013,32727,589,7744.5,12.44,38074
"744",10487,"Hungary","Sorghum",2011,21952,589,8473.26,10.92,10263
"745",10493,"Hungary","Sorghum",2012,28081,589,8141.17,11.31,21952
"746",10499,"Hungary","Sorghum",2013,27111,589,7744.5,12.44,28081
"747",10488,"Hungary","Soybeans",2011,23155,589,8473.26,10.92,22670
"748",10494,"Hungary","Soybeans",2012,16556,589,8141.17,11.31,23155
"749",10500,"Hungary","Soybeans",2013,18597,589,7744.5,12.44,16556
"750",10489,"Hungary","Wheat",2011,41994,589,8473.26,10.92,37038
"751",10495,"Hungary","Wheat",2012,37485,589,8141.17,11.31,41994
"752",10501,"Hungary","Wheat",2013,46386,589,7744.5,12.44,37485
"753",14022,"India","Cassava",2011,364770,1083,55540,25.53,347555
"754",14198,"India","Cassava",2012,385818,1083,52980,25.86,364770
"755",14374,"India","Cassava",2013,349594,1083,45620,26.69,385818
"756",14044,"India","Maize",2011,24784,1083,55540,25.53,25401
"757",14220,"India","Maize",2012,25557,1083,52980,25.86,24784
"758",14396,"India","Maize",2013,25726,1083,45620,26.69,25557
"759",14066,"India","Potatoes",2011,227240,1083,55540,25.53,199299
"760",14242,"India","Potatoes",2012,217530,1083,52980,25.86,227240
"761",14418,"India","Potatoes",2013,227606,1083,45620,26.69,217530
"762",14088,"India","Rice, paddy",2011,35878,1083,55540,25.53,33587
"763",14264,"India","Rice, paddy",2012,36909,1083,52980,25.86,35878
"764",14440,"India","Rice, paddy",2013,36070,1083,45620,26.69,36909
"765",14110,"India","Sorghum",2011,9487,1083,55540,25.53,8602
"766",14286,"India","Sorghum",2012,9568,1083,52980,25.86,9487
"767",14462,"India","Sorghum",2013,8502,1083,45620,26.69,9568
"768",14132,"India","Soybeans",2011,11998,1083,55540,25.53,13330
"769",14308,"India","Soybeans",2012,13530,1083,52980,25.86,11998
"770",14484,"India","Soybeans",2013,10123,1083,45620,26.69,13530
"771",14154,"India","Sweet potatoes",2011,92456,1083,55540,25.53,92069
"772",14330,"India","Sweet potatoes",2012,97174,1083,52980,25.86,92456
"773",14506,"India","Sweet potatoes",2013,101288,1083,45620,26.69,97174
"774",14176,"India","Wheat",2011,29886,1083,55540,25.53,28395
"775",14352,"India","Wheat",2012,31775,1083,52980,25.86,29886
"776",14528,"India","Wheat",2013,31538,1083,45620,26.69,31775
"777",15270,"Indonesia","Cassava",2011,202955,2702,1597,25.38,202174
"778",15306,"Indonesia","Cassava",2012,214018,2702,1597,25.59,202955
"779",15342,"Indonesia","Cassava",2013,224601,2702,1597,25.48,214018
"780",15276,"Indonesia","Maize",2011,45652,2702,1597,25.38,44359
"781",15312,"Indonesia","Maize",2012,48987,2702,1597,25.59,45652
"782",15348,"Indonesia","Maize",2013,48441,2702,1597,25.48,48987
"783",15282,"Indonesia","Potatoes",2011,159562,2702,1597,25.38,159445
"784",15318,"Indonesia","Potatoes",2012,165820,2702,1597,25.59,159562
"785",15354,"Indonesia","Potatoes",2013,160184,2702,1597,25.48,165820
"786",15288,"Indonesia","Rice, paddy",2011,49802,2702,1597,25.38,50153
"787",15324,"Indonesia","Rice, paddy",2012,51360,2702,1597,25.59,49802
"788",15360,"Indonesia","Rice, paddy",2013,51520,2702,1597,25.48,51360
"789",15294,"Indonesia","Soybeans",2011,13681,2702,1597,25.38,13726
"790",15330,"Indonesia","Soybeans",2012,14854,2702,1597,25.59,13681
"791",15366,"Indonesia","Soybeans",2013,14161,2702,1597,25.48,14854
"792",15300,"Indonesia","Sweet potatoes",2011,123289,2702,1597,25.38,113272
"793",15336,"Indonesia","Sweet potatoes",2012,139290,2702,1597,25.59,123289
"794",15372,"Indonesia","Sweet potatoes",2013,147465,2702,1597,25.48,139290
"795",15618,"Iraq","Maize",2011,26077,216,1795.94,23.44,23586
"796",15630,"Iraq","Maize",2012,33444,216,1979.27,24.34,26077
"797",15642,"Iraq","Maize",2013,42214,216,2162.6,25.14,33444
"798",15620,"Iraq","Potatoes",2011,137820,216,1795.94,23.44,157177
"799",15632,"Iraq","Potatoes",2012,134713,216,1979.27,24.34,137820
"800",15644,"Iraq","Potatoes",2013,170599,216,2162.6,25.14,134713
"801",15622,"Iraq","Rice, paddy",2011,35762,216,1795.94,23.44,32482
"802",15634,"Iraq","Rice, paddy",2012,45468,216,1979.27,24.34,35762
"803",15646,"Iraq","Rice, paddy",2013,47162,216,2162.6,25.14,45468
"804",15624,"Iraq","Sorghum",2011,31873,216,1795.94,23.44,29960
"805",15636,"Iraq","Sorghum",2012,7314,216,1979.27,24.34,31873
"806",15648,"Iraq","Sorghum",2013,19215,216,2162.6,25.14,7314
"807",15626,"Iraq","Soybeans",2011,8504,216,1795.94,23.44,8675
"808",15638,"Iraq","Soybeans",2012,8334,216,1979.27,24.34,8504
"809",15650,"Iraq","Soybeans",2013,8163,216,2162.6,25.14,8334
"810",15628,"Iraq","Wheat",2011,19552,216,1795.94,23.44,19872
"811",15640,"Iraq","Wheat",2012,24181,216,1979.27,24.34,19552
"812",15652,"Iraq","Wheat",2013,23068,216,2162.6,25.14,24181
"813",15694,"Ireland","Potatoes",2011,342404,1118,3664.3,9.76,343934
"814",15696,"Ireland","Potatoes",2012,257778,1118,2925.1,9.28,342404
"815",15698,"Ireland","Potatoes",2013,383271,1118,2950.8,9.28,257778
"816",15695,"Ireland","Wheat",2011,98641,1118,3664.3,9.76,86015
"817",15697,"Ireland","Wheat",2012,72235,1118,2925.1,9.28,98641
"818",15699,"Ireland","Wheat",2013,89983,1118,2950.8,9.28,72235
"819",15980,"Italy","Maize",2011,98033,832,70690,8.68,91672
"820",15994,"Italy","Maize",2012,80325,832,61889,8.05,98033
"821",16008,"Italy","Maize",2013,86989,832,55633,8.04,80325
"822",15982,"Italy","Potatoes",2011,249158,832,70690,8.68,249684
"823",15996,"Italy","Potatoes",2012,254511,832,61889,8.05,249158
"824",16010,"Italy","Potatoes",2013,252483,832,55633,8.04,254511
"825",15984,"Italy","Rice, paddy",2011,60452,832,70690,8.68,61219
"826",15998,"Italy","Rice, paddy",2012,68133,832,61889,8.05,60452
"827",16012,"Italy","Rice, paddy",2013,66342,832,55633,8.04,68133
"828",15986,"Italy","Sorghum",2011,70972,832,70690,8.68,66683
"829",16000,"Italy","Sorghum",2012,41979,832,61889,8.05,70972
"830",16014,"Italy","Sorghum",2013,62061,832,55633,8.04,41979
"831",15988,"Italy","Soybeans",2011,34024,832,70690,8.68,34639
"832",16002,"Italy","Soybeans",2012,27591,832,61889,8.05,34024
"833",16016,"Italy","Soybeans",2013,33906,832,55633,8.04,27591
"834",15990,"Italy","Sweet potatoes",2011,207114,832,70690,8.68,189956
"835",16004,"Italy","Sweet potatoes",2012,195236,832,61889,8.05,207114
"836",16018,"Italy","Sweet potatoes",2013,227753,832,55633,8.04,195236
"837",15992,"Italy","Wheat",2011,38335,832,70690,8.68,37421
"838",16006,"Italy","Wheat",2012,41293,832,61889,8.05,38335
"839",16020,"Italy","Wheat",2013,38441,832,55633,8.04,41293
"840",16162,"Jamaica","Cassava",2011,188896,2051,909.71,27.17,185271
"841",16169,"Jamaica","Cassava",2012,188866,2051,909.71,27.51,188896
"842",16176,"Jamaica","Cassava",2013,187795,2051,909.71,27.41,188866
"843",16163,"Jamaica","Maize",2011,12747,2051,909.71,27.17,11710
"844",16170,"Jamaica","Maize",2012,11891,2051,909.71,27.51,12747
"845",16177,"Jamaica","Maize",2013,11883,2051,909.71,27.41,11891
"846",16164,"Jamaica","Plantains and others",2011,204013,2051,909.71,27.17,188295
"847",16171,"Jamaica","Plantains and others",2012,180025,2051,909.71,27.51,204013
"848",16178,"Jamaica","Plantains and others",2013,184149,2051,909.71,27.41,180025
"849",16165,"Jamaica","Potatoes",2011,190236,2051,909.71,27.17,142411
"850",16172,"Jamaica","Potatoes",2012,165440,2051,909.71,27.51,190236
"851",16179,"Jamaica","Potatoes",2013,165914,2051,909.71,27.41,165440
"852",16166,"Jamaica","Rice, paddy",2011,53341,2051,909.71,27.17,47397
"853",16173,"Jamaica","Rice, paddy",2012,49023,2051,909.71,27.51,53341
"854",16180,"Jamaica","Rice, paddy",2013,42000,2051,909.71,27.41,49023
"855",16167,"Jamaica","Sweet potatoes",2011,182528,2051,909.71,27.17,162639
"856",16174,"Jamaica","Sweet potatoes",2012,170818,2051,909.71,27.51,182528
"857",16181,"Jamaica","Sweet potatoes",2013,172683,2051,909.71,27.41,170818
"858",16168,"Jamaica","Yams",2011,161745,2051,909.71,27.17,168102
"859",16175,"Jamaica","Yams",2012,171042,2051,909.71,27.51,161745
"860",16182,"Jamaica","Yams",2013,165476,2051,909.71,27.41,171042
"861",17023,"Japan","Maize",2011,25797,1668,51796.3,15.71,25642
"862",17065,"Japan","Maize",2012,26154,1668,54716.4,15.53,25797
"863",17107,"Japan","Maize",2013,27273,1668,52794.3,16.54,26154
"864",17029,"Japan","Potatoes",2011,294691,1668,51796.3,15.71,277576
"865",17071,"Japan","Potatoes",2012,307882,1668,54716.4,15.53,294691
"866",17113,"Japan","Potatoes",2013,302133,1668,52794.3,16.54,307882
"867",17035,"Japan","Rice, paddy",2011,66624,1668,51796.3,15.71,65135
"868",17077,"Japan","Rice, paddy",2012,67388,1668,54716.4,15.53,66624
"869",17119,"Japan","Rice, paddy",2013,67280,1668,52794.3,16.54,67388
"870",17041,"Japan","Soybeans",2011,16006,1668,51796.3,15.71,16158
"871",17083,"Japan","Soybeans",2012,17994,1668,54716.4,15.53,16006
"872",17125,"Japan","Soybeans",2013,15520,1668,52794.3,16.54,17994
"873",17047,"Japan","Sweet potatoes",2011,227738,1668,51796.3,15.71,217531
"874",17089,"Japan","Sweet potatoes",2012,225747,1668,54716.4,15.53,227738
"875",17131,"Japan","Sweet potatoes",2013,244119,1668,52794.3,16.54,225747
"876",17053,"Japan","Wheat",2011,35286,1668,51796.3,15.71,27612
"877",17095,"Japan","Wheat",2012,41004,1668,54716.4,15.53,35286
"878",17137,"Japan","Wheat",2013,38616,1668,52794.3,16.54,41004
"879",17059,"Japan","Yams",2011,220905,1668,51796.3,15.71,226963
"880",17101,"Japan","Yams",2012,222059,1668,54716.4,15.53,220905
"881",17143,"Japan","Yams",2013,217415,1668,52794.3,16.54,222059
"882",17365,"Kazakhstan","Maize",2011,49864,250,10656.6,6.54,48331
"883",17377,"Kazakhstan","Maize",2012,51877,250,8674.58,6.07,49864
"884",17389,"Kazakhstan","Maize",2013,52779,250,8738.38,8.71,51877
"885",17367,"Kazakhstan","Potatoes",2011,167176,250,10656.6,6.54,143194
"886",17379,"Kazakhstan","Potatoes",2012,165927,250,8674.58,6.07,167176
"887",17391,"Kazakhstan","Potatoes",2013,181522,250,8738.38,8.71,165927
"888",17369,"Kazakhstan","Rice, paddy",2011,37152,250,10656.6,6.54,39697
"889",17381,"Kazakhstan","Rice, paddy",2012,37712,250,8674.58,6.07,37152
"890",17393,"Kazakhstan","Rice, paddy",2013,38500,250,8738.38,8.71,37712
"891",17371,"Kazakhstan","Sorghum",2011,13000,250,10656.6,6.54,4500
"892",17383,"Kazakhstan","Sorghum",2012,2750,250,8674.58,6.07,13000
"893",17395,"Kazakhstan","Sorghum",2013,2258,250,8738.38,8.71,2750
"894",17373,"Kazakhstan","Soybeans",2011,19001,250,10656.6,6.54,18489
"895",17385,"Kazakhstan","Soybeans",2012,20128,250,8674.58,6.07,19001
"896",17397,"Kazakhstan","Soybeans",2013,19727,250,8738.38,8.71,20128
"897",17375,"Kazakhstan","Wheat",2011,16609,250,10656.6,6.54,7336
"898",17387,"Kazakhstan","Wheat",2012,7929,250,8674.58,6.07,16609
"899",17399,"Kazakhstan","Wheat",2013,10762,250,8738.38,8.71,7929
"900",17601,"Kenya","Cassava",2011,112309,630,1578,16.9,52521
"901",17611,"Kenya","Cassava",2012,127273,630,1578,16.84,112309
"902",17621,"Kenya","Cassava",2013,142470,630,1578,16.91,127273
"903",17602,"Kenya","Maize",2011,15840,630,1578,16.9,17251
"904",17612,"Kenya","Maize",2012,17366,630,1578,16.84,15840
"905",17622,"Kenya","Maize",2013,16922,630,1578,16.91,17366
"906",17603,"Kenya","Plantains and others",2011,124000,630,1578,16.9,125000
"907",17613,"Kenya","Plantains and others",2012,120000,630,1578,16.84,124000
"908",17623,"Kenya","Plantains and others",2013,119231,630,1578,16.91,120000
"909",17604,"Kenya","Potatoes",2011,191690,630,1578,16.9,224279
"910",17614,"Kenya","Potatoes",2012,203389,630,1578,16.84,191690
"911",17624,"Kenya","Potatoes",2013,144262,630,1578,16.91,203389
"912",17605,"Kenya","Rice, paddy",2011,39676,630,1578,16.9,42384
"913",17615,"Kenya","Rice, paddy",2012,46643,630,1578,16.84,39676
"914",17625,"Kenya","Rice, paddy",2013,39955,630,1578,16.91,46643
"915",17606,"Kenya","Sorghum",2011,6291,630,1578,16.9,7267
"916",17616,"Kenya","Sorghum",2012,7445,630,1578,16.84,6291
"917",17626,"Kenya","Sorghum",2013,7550,630,1578,16.91,7445
"918",17607,"Kenya","Soybeans",2011,12578,630,1578,16.9,9500
"919",17617,"Kenya","Soybeans",2012,14997,630,1578,16.84,12578
"920",17627,"Kenya","Soybeans",2013,12231,630,1578,16.91,14997
"921",17608,"Kenya","Sweet potatoes",2011,122689,630,1578,16.9,99739
"922",17618,"Kenya","Sweet potatoes",2012,128346,630,1578,16.84,122689
"923",17628,"Kenya","Sweet potatoes",2013,124706,630,1578,16.91,128346
"924",17609,"Kenya","Wheat",2011,20415,630,1578,16.9,31991
"925",17619,"Kenya","Wheat",2012,29720,630,1578,16.84,20415
"926",17629,"Kenya","Wheat",2013,27602,630,1578,16.91,29720
"927",17610,"Kenya","Yams",2011,91154,630,1578,16.9,65645
"928",17620,"Kenya","Yams",2012,116053,630,1578,16.84,91154
"929",17630,"Kenya","Yams",2013,135962,630,1578,16.91,116053
"930",17667,"Latvia","Potatoes",2011,168013,641,1070.5,7.25,160797
"931",17669,"Latvia","Potatoes",2012,191099,641,1396.96,5.96,168013
"932",17671,"Latvia","Potatoes",2013,181648,641,1250,7.25,191099
"933",17668,"Latvia","Wheat",2011,30613,641,1070.5,7.25,32849
"934",17670,"Latvia","Wheat",2012,43695,641,1396.96,5.96,30613
"935",17672,"Latvia","Wheat",2013,38857,641,1250,7.25,43695
"936",17753,"Lebanon","Maize",2011,36468,661,1816,19.67,37199
"937",17757,"Lebanon","Maize",2012,36025,661,1816,20.19,36468
"938",17761,"Lebanon","Maize",2013,35621,661,1816,20.08,36025
"939",17754,"Lebanon","Potatoes",2011,239130,661,1816,19.67,238514
"940",17758,"Lebanon","Potatoes",2012,233333,661,1816,20.19,239130
"941",17762,"Lebanon","Potatoes",2013,260759,661,1816,20.08,233333
"942",17755,"Lebanon","Sorghum",2011,19565,661,1816,19.67,19298
"943",17759,"Lebanon","Sorghum",2012,19167,661,1816,20.19,19565
"944",17763,"Lebanon","Sorghum",2013,20000,661,1816,20.08,19167
"945",17756,"Lebanon","Wheat",2011,29667,661,1816,19.67,27815
"946",17760,"Lebanon","Wheat",2012,31012,661,1816,20.19,29667
"947",17764,"Lebanon","Wheat",2013,32122,661,1816,20.08,31012
"948",17845,"Lesotho","Maize",2011,6344,788,175.27,14.32,9071
"949",17849,"Lesotho","Maize",2012,6712,788,271.84,14.62,6344
"950",17853,"Lesotho","Maize",2013,8227,788,62.32,14.03,6712
"951",17846,"Lesotho","Potatoes",2011,164706,788,175.27,14.32,165000
"952",17850,"Lesotho","Potatoes",2012,164286,788,271.84,14.62,164706
"953",17854,"Lesotho","Potatoes",2013,173611,788,62.32,14.03,164286
"954",17847,"Lesotho","Sorghum",2011,5092,788,175.27,14.32,7189
"955",17851,"Lesotho","Sorghum",2012,1343,788,271.84,14.62,5092
"956",17855,"Lesotho","Sorghum",2013,3051,788,62.32,14.03,1343
"957",17848,"Lesotho","Wheat",2011,9965,788,175.27,14.32,14693
"958",17852,"Lesotho","Wheat",2012,8641,788,271.84,14.62,9965
"959",17856,"Lesotho","Wheat",2013,12345,788,62.32,14.03,8641
"960",17977,"Libya","Maize",2011,21419,56,3548,19.44,19333
"961",17983,"Libya","Maize",2012,21613,56,3548,20.01,21419
"962",17989,"Libya","Maize",2013,20000,56,3548,19.93,21613
"963",17979,"Libya","Potatoes",2011,189247,56,3548,19.44,193849
"964",17985,"Libya","Potatoes",2012,189474,56,3548,20.01,189247
"965",17991,"Libya","Potatoes",2013,196667,56,3548,19.93,189474
"966",17981,"Libya","Wheat",2011,7784,56,3548,19.44,7717
"967",17987,"Libya","Wheat",2012,7958,56,3548,20.01,7784
"968",17993,"Libya","Wheat",2013,7955,56,3548,19.93,7958
"969",18049,"Lithuania","Maize",2011,74896,656,2062.34,7.32,66901
"970",18052,"Lithuania","Maize",2012,61085,656,2559.9,6.31,74896
"971",18055,"Lithuania","Maize",2013,73953,656,2515.69,7.42,61085
"972",18050,"Lithuania","Potatoes",2011,155889,656,2062.34,7.32,130301
"973",18053,"Lithuania","Potatoes",2012,170776,656,2559.9,6.31,155889
"974",18056,"Lithuania","Potatoes",2013,148606,656,2515.69,7.42,170776
"975",18051,"Lithuania","Wheat",2011,33919,656,2062.34,7.32,33045
"976",18054,"Lithuania","Wheat",2012,47829,656,2559.9,6.31,33919
"977",18057,"Lithuania","Wheat",2013,43022,656,2515.69,7.42,47829
"978",18218,"Madagascar","Cassava",2011,73945,1513,310.36,20.33,74144
"979",18226,"Madagascar","Cassava",2012,76214,1513,377.71,19.78,73945
"980",18234,"Madagascar","Cassava",2013,77707,1513,507.94,19.34,76214
"981",18219,"Madagascar","Maize",2011,15490,1513,310.36,20.33,15577
"982",18227,"Madagascar","Maize",2012,16290,1513,377.71,19.78,15490
"983",18235,"Madagascar","Maize",2013,16288,1513,507.94,19.34,16290
"984",18220,"Madagascar","Potatoes",2011,58963,1513,310.36,20.33,58940
"985",18228,"Madagascar","Potatoes",2012,59267,1513,377.71,19.78,58963
"986",18236,"Madagascar","Potatoes",2013,59375,1513,507.94,19.34,59267
"987",18221,"Madagascar","Rice, paddy",2011,37806,1513,310.36,20.33,36249
"988",18229,"Madagascar","Rice, paddy",2012,37661,1513,377.71,19.78,37806
"989",18237,"Madagascar","Rice, paddy",2013,39449,1513,507.94,19.34,37661
"990",18222,"Madagascar","Sorghum",2011,5886,1513,310.36,20.33,5972
"991",18230,"Madagascar","Sorghum",2012,5870,1513,377.71,19.78,5886
"992",18238,"Madagascar","Sorghum",2013,5652,1513,507.94,19.34,5870
"993",18223,"Madagascar","Soybeans",2011,5962,1513,310.36,20.33,5960
"994",18231,"Madagascar","Soybeans",2012,6000,1513,377.71,19.78,5962
"995",18239,"Madagascar","Soybeans",2013,5867,1513,507.94,19.34,6000
"996",18224,"Madagascar","Sweet potatoes",2011,74011,1513,310.36,20.33,72205
"997",18232,"Madagascar","Sweet potatoes",2012,75760,1513,377.71,19.78,74011
"998",18240,"Madagascar","Sweet potatoes",2013,77058,1513,507.94,19.34,75760
"999",18225,"Madagascar","Wheat",2011,23968,1513,310.36,20.33,23982
"1000",18233,"Madagascar","Wheat",2012,24045,1513,377.71,19.78,23968
"1001",18241,"Madagascar","Wheat",2013,24122,1513,507.94,19.34,24045
"1002",18389,"Malawi","Cassava",2011,215408,1181,553.57,20.92,204311
"1003",18397,"Malawi","Cassava",2012,223883,1181,775.83,20.42,215408
"1004",18405,"Malawi","Cassava",2013,228041,1181,1500.27,19.68,223883
"1005",18390,"Malawi","Maize",2011,22079,1181,553.57,20.92,20158
"1006",18398,"Malawi","Maize",2012,21932,1181,775.83,20.42,22079
"1007",18406,"Malawi","Maize",2013,21708,1181,1500.27,19.68,21932
"1008",18391,"Malawi","Plantains and others",2011,98694,1181,553.57,20.92,97581
"1009",18399,"Malawi","Plantains and others",2012,1e+05,1181,775.83,20.42,98694
"1010",18407,"Malawi","Plantains and others",2013,100966,1181,1500.27,19.68,1e+05
"1011",18392,"Malawi","Potatoes",2011,159930,1181,553.57,20.92,160600
"1012",18400,"Malawi","Potatoes",2012,172009,1181,775.83,20.42,159930
"1013",18408,"Malawi","Potatoes",2013,175414,1181,1500.27,19.68,172009
"1014",18393,"Malawi","Rice, paddy",2011,19125,1181,553.57,20.92,18631
"1015",18401,"Malawi","Rice, paddy",2012,18453,1181,775.83,20.42,19125
"1016",18409,"Malawi","Rice, paddy",2013,19174,1181,1500.27,19.68,18453
"1017",18394,"Malawi","Sorghum",2011,8184,1181,553.57,20.92,6094
"1018",18402,"Malawi","Sorghum",2012,8335,1181,775.83,20.42,8184
"1019",18410,"Malawi","Sorghum",2013,9647,1181,1500.27,19.68,8335
"1020",18395,"Malawi","Soybeans",2011,9977,1181,553.57,20.92,9757
"1021",18403,"Malawi","Soybeans",2012,10433,1181,775.83,20.42,9977
"1022",18411,"Malawi","Soybeans",2013,9791,1181,1500.27,19.68,10433
"1023",18396,"Malawi","Wheat",2011,15214,1181,553.57,20.92,15123
"1024",18404,"Malawi","Wheat",2012,15104,1181,775.83,20.42,15214
"1025",18412,"Malawi","Wheat",2013,14058,1181,1500.27,19.68,15104
"1026",18494,"Malaysia","Cassava",2011,127912,2875,41562.16,27.27,134298
"1027",18498,"Malaysia","Cassava",2012,275589,2875,49810.48,27.36,127912
"1028",18502,"Malaysia","Cassava",2013,155321,2875,61445.6,27.8,275589
"1029",18495,"Malaysia","Maize",2011,61320,2875,41562.16,27.27,55351
"1030",18499,"Malaysia","Maize",2012,89681,2875,49810.48,27.36,61320
"1031",18503,"Malaysia","Maize",2013,88991,2875,61445.6,27.8,89681
"1032",18496,"Malaysia","Rice, paddy",2011,37468,2875,41562.16,27.27,36361
"1033",18500,"Malaysia","Rice, paddy",2012,37972,2875,49810.48,27.36,37468
"1034",18504,"Malaysia","Rice, paddy",2013,38763,2875,61445.6,27.8,37972
"1035",18497,"Malaysia","Sweet potatoes",2011,119255,2875,41562.16,27.27,106534
"1036",18501,"Malaysia","Sweet potatoes",2012,215175,2875,49810.48,27.36,119255
"1037",18505,"Malaysia","Sweet potatoes",2013,166824,2875,61445.6,27.8,215175
"1038",18686,"Mali","Cassava",2011,155504,282,3.25,27.79,153919
"1039",18695,"Mali","Cassava",2012,156860,282,1.52,27.39,155504
"1040",18704,"Mali","Cassava",2013,155621,282,1.52,28.53,156860
"1041",18687,"Mali","Maize",2011,14037,282,3.25,27.79,26886
"1042",18696,"Mali","Maize",2012,24427,282,1.52,27.39,14037
"1043",18705,"Mali","Maize",2013,25927,282,1.52,28.53,24427
"1044",18688,"Mali","Potatoes",2011,204721,282,3.25,27.79,220473
"1045",18697,"Mali","Potatoes",2012,198983,282,1.52,27.39,204721
"1046",18706,"Mali","Potatoes",2013,193555,282,1.52,28.53,198983
"1047",18689,"Mali","Rice, paddy",2011,30210,282,3.25,27.79,21044
"1048",18698,"Mali","Rice, paddy",2012,34486,282,1.52,27.39,30210
"1049",18707,"Mali","Rice, paddy",2013,30009,282,1.52,28.53,34486
"1050",18690,"Mali","Sorghum",2011,7067,282,3.25,27.79,9951
"1051",18699,"Mali","Sorghum",2012,10612,282,1.52,27.39,7067
"1052",18708,"Mali","Sorghum",2013,11052,282,1.52,28.53,10612
"1053",18691,"Mali","Soybeans",2011,8715,282,3.25,27.79,6881
"1054",18700,"Mali","Soybeans",2012,8611,282,1.52,27.39,8715
"1055",18709,"Mali","Soybeans",2013,7219,282,1.52,28.53,8611
"1056",18692,"Mali","Sweet potatoes",2011,181391,282,3.25,27.79,188048
"1057",18701,"Mali","Sweet potatoes",2012,176736,282,1.52,27.39,181391
"1058",18710,"Mali","Sweet potatoes",2013,174581,282,1.52,28.53,176736
"1059",18693,"Mali","Wheat",2011,34378,282,3.25,27.79,25543
"1060",18702,"Mali","Wheat",2012,40285,282,1.52,27.39,34378
"1061",18711,"Mali","Wheat",2013,39754,282,1.52,28.53,40285
"1062",18694,"Mali","Yams",2011,223344,282,3.25,27.79,234857
"1063",18703,"Mali","Yams",2012,211794,282,1.52,27.39,223344
"1064",18712,"Mali","Yams",2013,206300,282,1.52,28.53,211794
"1065",18853,"Mauritania","Maize",2011,6611,92,13.35,27.87,8592
"1066",18860,"Mauritania","Maize",2012,6904,92,26.41,27.77,6611
"1067",18867,"Mauritania","Maize",2013,4731,92,26.41,28.24,6904
"1068",18854,"Mauritania","Potatoes",2011,55446,92,13.35,27.87,51163
"1069",18861,"Mauritania","Potatoes",2012,57143,92,26.41,27.77,55446
"1070",18868,"Mauritania","Potatoes",2013,62857,92,26.41,28.24,57143
"1071",18855,"Mauritania","Rice, paddy",2011,50958,92,13.35,27.87,52310
"1072",18862,"Mauritania","Rice, paddy",2012,49788,92,26.41,27.77,50958
"1073",18869,"Mauritania","Rice, paddy",2013,49522,92,26.41,28.24,49788
"1074",18856,"Mauritania","Sorghum",2011,2793,92,13.35,27.87,5094
"1075",18863,"Mauritania","Sorghum",2012,5074,92,26.41,27.77,2793
"1076",18870,"Mauritania","Sorghum",2013,4843,92,26.41,28.24,5074
"1077",18857,"Mauritania","Sweet potatoes",2011,10004,92,13.35,27.87,10005
"1078",18864,"Mauritania","Sweet potatoes",2012,10000,92,26.41,27.77,10004
"1079",18871,"Mauritania","Sweet potatoes",2013,10000,92,26.41,28.24,10000
"1080",18858,"Mauritania","Wheat",2011,16018,92,13.35,27.87,20820
"1081",18865,"Mauritania","Wheat",2012,21278,92,26.41,27.77,16018
"1082",18872,"Mauritania","Wheat",2013,21172,92,26.41,28.24,21278
"1083",18859,"Mauritania","Yams",2011,62703,92,13.35,27.87,62706
"1084",18866,"Mauritania","Yams",2012,63830,92,26.41,27.77,62703
"1085",18873,"Mauritania","Yams",2013,61224,92,26.41,28.24,63830
"1086",18960,"Mauritius","Cassava",2011,125000,2041,685.98,24.52,132059
"1087",18965,"Mauritius","Cassava",2012,125000,2041,636.91,24.37,125000
"1088",18970,"Mauritius","Cassava",2013,137027,2041,671.77,24.31,125000
"1089",18961,"Mauritius","Maize",2011,74419,2041,685.98,24.52,68333
"1090",18966,"Mauritius","Maize",2012,71207,2041,636.91,24.37,74419
"1091",18971,"Mauritius","Maize",2013,67957,2041,671.77,24.31,71207
"1092",18962,"Mauritius","Potatoes",2011,213264,2041,685.98,24.52,203649
"1093",18967,"Mauritius","Potatoes",2012,233356,2041,636.91,24.37,213264
"1094",18972,"Mauritius","Potatoes",2013,236026,2041,671.77,24.31,233356
"1095",18963,"Mauritius","Rice, paddy",2011,26333,2041,685.98,24.52,28354
"1096",18968,"Mauritius","Rice, paddy",2012,26893,2041,636.91,24.37,26333
"1097",18973,"Mauritius","Rice, paddy",2013,21250,2041,671.77,24.31,26893
"1098",18964,"Mauritius","Sweet potatoes",2011,174769,2041,685.98,24.52,114143
"1099",18969,"Mauritius","Sweet potatoes",2012,152500,2041,636.91,24.37,174769
